,#Gc,logAge,[M/H],m_ini,logL,logTe,logg,m-M0,Av,m2/m1,mbol,TESS,J,H,Ks,Kepler,g,r,i,z,DDO51_finf,Mact
274,1,9.87,-0.15,0.31713,-1.813,3.573,4.988,10.8,0.038,0.0,20.102,19.634,18.357,17.791,17.605,20.711,22.201,20.832,20.089,19.642,22.112,0.317
275,1,9.87,-0.13,0.23772,-2.058,3.556,5.044,11.1,0.038,0.0,21.015,20.596,19.246,18.687,18.469,21.731,23.334,21.916,21.068,20.567,23.178,0.238
276,1,9.87,-0.11,0.30154,-1.859,3.568,4.994,9.5,0.037,0.0,18.919,18.468,17.164,16.599,16.404,19.567,21.091,19.714,18.93,18.462,20.98,0.302
277,1,9.87,-0.05,0.48936,-1.381,3.598,4.846,10.1,0.038,0.0,18.322,17.821,16.654,16.015,15.877,18.795,20.106,18.825,18.249,17.897,20.091,0.489
278,1,9.87,0.01,0.1385,-2.681,3.489,5.16,9.1,0.037,0.0,20.571,20.365,18.632,18.108,17.853,21.814,24.02,22.431,20.999,20.172,23.787,0.138
279,1,9.87,0.03,0.3009,-1.867,3.56,4.969,9.9,0.038,0.0,19.337,18.92,17.559,16.997,16.788,20.065,21.643,20.269,19.398,18.882,21.493,0.301
280,1,9.87,0.11,1.02858,0.168,3.761,4.271,10.9,0.038,0.0,15.25,14.685,14.128,13.814,13.77,15.22,15.648,15.151,15.036,15.014,15.454,1.029
281,1,9.89,-0.79,0.35772,-1.576,3.62,4.996,12.7,0.038,0.0,21.411,20.858,19.839,19.242,19.099,21.724,22.851,21.686,21.256,21.008,22.795,0.358
282,1,9.89,-0.55,0.16967,-2.353,3.544,5.143,10.3,0.038,0.0,20.953,20.548,19.193,18.629,18.398,21.679,23.396,21.837,21.009,20.531,23.234,0.17
283,1,9.89,-0.47,0.14453,-2.569,3.515,5.172,7.9,0.034,0.0,19.093,18.779,17.255,16.69,16.452,20.047,22.028,20.385,19.294,18.68,21.858,0.145
284,1,9.89,-0.43,0.31788,-1.751,3.591,5.0,9.8,0.038,0.0,18.948,18.424,17.279,16.699,16.534,19.395,20.747,19.412,18.847,18.508,20.708,0.318
285,1,9.89,-0.39,0.35868,-1.66,3.593,4.972,12.0,0.038,0.0,20.92,20.396,19.256,18.667,18.508,21.361,22.696,21.377,20.818,20.483,22.663,0.359
286,1,9.89,-0.37,0.13715,-2.649,3.504,5.186,9.7,0.038,0.0,21.093,20.819,19.221,18.662,18.421,22.152,24.24,22.585,21.367,20.685,24.058,0.137
287,1,9.89,-0.37,0.25954,-1.94,3.575,5.039,10.5,0.038,0.0,20.119,19.626,18.398,17.838,17.652,20.663,22.134,20.733,20.067,19.665,22.059,0.26
288,1,9.89,-0.29,0.46194,-1.404,3.605,4.874,11.2,0.038,0.0,19.481,18.955,17.849,17.222,17.084,19.884,21.135,19.876,19.369,19.065,21.121,0.462
289,1,9.89,-0.25,0.52272,-1.247,3.617,4.818,10.9,0.038,0.0,18.787,18.26,17.192,16.541,16.415,19.151,20.329,19.124,18.666,18.394,20.32,0.523
290,1,9.89,-0.23,0.26297,-1.954,3.568,5.028,9.5,0.037,0.0,19.154,18.694,17.41,16.847,16.65,19.777,21.302,19.9,19.15,18.701,21.194,0.263
291,1,9.89,-0.21,0.53387,-1.225,3.618,4.807,10.6,0.038,0.0,18.432,17.908,16.837,16.182,16.057,18.798,19.975,18.771,18.314,18.042,19.969,0.534
292,1,9.89,-0.21,0.39307,-1.593,3.588,4.923,11.9,0.038,0.0,20.653,20.154,18.956,18.364,18.202,21.163,22.546,21.221,20.59,20.209,22.5,0.393
293,1,9.89,-0.17,0.97734,0.128,3.774,4.341,9.9,0.038,0.0,14.351,13.826,13.302,13.008,12.97,14.334,14.695,14.273,14.175,14.164,14.519,0.977
294,1,9.89,-0.17,0.57373,-1.125,3.626,4.77,11.6,0.038,0.0,19.183,18.656,17.611,16.943,16.827,19.521,20.649,19.479,19.057,18.807,20.649,0.574
295,1,9.89,-0.15,0.64922,-0.911,3.648,4.7,10.3,0.038,0.0,17.347,16.8,15.836,15.196,15.099,17.593,18.57,17.529,17.187,16.992,18.552,0.649
296,1,9.89,-0.15,0.7479,-0.607,3.688,4.616,11.8,0.038,0.0,18.087,17.503,16.694,16.172,16.097,18.19,18.924,18.117,17.874,17.751,18.782,0.748
297,1,9.89,-0.07,0.76668,-0.579,3.689,4.603,10.1,0.038,0.0,16.317,15.729,14.924,14.407,14.333,16.415,17.149,16.34,16.1,15.979,17.007,0.767
298,1,9.89,0.05,0.8911,-0.238,3.73,4.492,11.4,0.038,0.0,16.766,16.175,15.517,15.123,15.068,16.77,17.32,16.696,16.533,16.471,17.115,0.891
299,1,9.91,-0.61,0.52014,-1.164,3.64,4.823,11.8,0.038,0.0,19.48,18.933,17.959,17.334,17.22,19.744,20.742,19.69,19.323,19.113,20.695,0.52
300,1,9.91,-0.61,0.82265,-0.151,3.764,4.505,12.0,0.038,0.0,17.147,16.635,16.074,15.747,15.706,17.163,17.543,17.107,16.987,16.957,17.363,0.823
301,1,9.91,-0.59,0.2477,-1.908,3.592,5.055,10.6,0.038,0.0,20.141,19.608,18.483,17.907,17.741,20.564,21.9,20.567,20.026,19.703,21.86,0.248
302,1,9.91,-0.51,0.54413,-1.118,3.639,4.794,11.2,0.038,0.0,18.764,18.22,17.24,16.605,16.494,19.034,20.043,18.98,18.611,18.399,20.008,0.544
303,1,9.91,-0.49,0.75885,-0.425,3.725,4.591,12.0,0.038,0.0,17.833,17.263,16.587,16.173,16.115,17.865,18.395,17.801,17.624,17.549,18.186,0.759
304,1,9.91,-0.45,1.00973,0.514,3.784,4.01,11.7,0.038,0.0,15.186,14.702,14.202,13.924,13.889,15.189,15.494,15.136,15.051,15.046,15.337,1.01
305,1,9.91,-0.43,0.38399,-1.575,3.6,4.944,10.9,0.038,0.0,19.606,19.069,17.966,17.365,17.217,20.004,21.281,19.996,19.483,19.177,21.262,0.384
306,1,9.91,-0.43,0.31626,-1.755,3.59,5.001,11.5,0.038,0.0,20.656,20.132,18.986,18.407,18.242,21.104,22.458,21.122,20.556,20.216,22.418,0.316
307,1,9.91,-0.41,0.43219,-1.455,3.607,4.901,10.3,0.038,0.0,18.708,18.173,17.086,16.47,16.329,19.09,20.326,19.074,18.583,18.292,20.308,0.432
308,1,9.91,-0.41,0.25513,-1.94,3.578,5.042,11.2,0.038,0.0,20.82,20.32,19.111,18.548,18.365,21.342,22.794,21.398,20.756,20.37,22.726,0.255
309,1,9.91,-0.39,0.27782,-1.878,3.58,5.026,10.8,0.038,0.0,20.264,19.761,18.56,17.993,17.814,20.776,22.209,20.828,20.196,19.815,22.146,0.278
310,1,9.91,-0.35,0.57772,-1.064,3.638,4.761,11.1,0.038,0.0,18.531,17.991,16.998,16.353,16.244,18.813,19.844,18.759,18.383,18.166,19.821,0.578
311,1,9.91,-0.35,0.24432,-1.993,3.571,5.049,11.4,0.038,0.0,21.152,20.674,19.423,18.863,18.67,21.728,23.231,21.817,21.119,20.701,23.139,0.244
312,1,9.91,-0.33,0.16821,-2.403,3.53,5.132,9.5,0.037,0.0,20.278,19.924,18.466,17.911,17.676,21.14,22.961,21.409,20.422,19.851,22.783,0.168
313,1,9.91,-0.33,0.40623,-1.536,3.597,4.916,11.9,0.038,0.0,20.51,19.987,18.852,18.247,18.097,20.945,22.254,20.956,20.408,20.078,22.23,0.406
314,1,9.91,-0.31,0.11863,-2.822,3.486,5.224,9.3,0.037,0.0,21.124,20.914,19.2,18.644,18.402,22.347,24.657,22.956,21.518,20.733,24.462,0.119
315,1,9.91,-0.31,0.32801,-1.756,3.584,4.99,9.6,0.038,0.0,18.759,18.256,17.06,16.484,16.312,19.268,20.677,19.322,18.692,18.312,20.621,0.328
316,1,9.91,-0.31,0.31819,-1.781,3.582,4.996,10.7,0.038,0.0,19.921,19.421,18.217,17.644,17.469,20.438,21.858,20.497,19.858,19.472,21.799,0.318
317,1,9.91,-0.31,0.28924,-1.859,3.577,5.013,11.8,0.038,0.0,21.218,20.726,19.498,18.933,18.751,21.762,23.219,21.836,21.168,20.764,23.147,0.289
318,1,9.91,-0.21,1.01002,0.28,3.78,4.228,11.9,0.038,0.0,15.97,15.46,14.953,14.672,14.636,15.955,16.29,15.897,15.808,15.803,16.122,1.01
319,1,9.91,-0.15,0.18786,-2.285,3.538,5.097,10.7,0.038,0.0,21.183,20.814,19.377,18.828,18.595,22.018,23.76,22.282,21.312,20.745,23.574,0.188
320,1,9.91,-0.15,0.46201,-1.429,3.598,4.869,10.9,0.038,0.0,19.242,18.732,17.578,16.951,16.809,19.699,21.008,19.722,19.157,18.815,20.99,0.462
321,1,9.91,-0.11,0.45486,-1.456,3.594,4.874,11.2,0.038,0.0,19.609,19.109,17.928,17.309,17.162,20.1,21.44,20.145,19.541,19.175,21.411,0.455
322,2,10.03,-0.75,0.25092,-1.868,3.602,5.059,11.7,0.038,0.0,21.139,20.59,19.514,18.934,18.776,21.507,22.759,21.489,20.999,20.71,22.721,0.251
323,2,10.03,-0.63,0.80411,-0.122,3.765,4.471,12.8,0.038,0.0,17.874,17.366,16.808,16.484,16.443,17.891,18.265,17.836,17.718,17.689,18.087,0.804
324,2,10.05,-1.03,0.51182,-1.12,3.655,4.833,11.0,0.038,0.0,18.571,18.013,17.099,16.518,16.408,18.777,19.644,18.723,18.397,18.213,19.523,0.512
325,2,10.05,-0.95,0.12904,-2.641,3.524,5.233,9.2,0.037,0.0,20.572,20.213,18.779,18.194,17.983,21.399,23.335,21.611,20.679,20.169,23.212,0.129
326,2,10.05,-0.93,0.59319,-0.852,3.681,4.732,14.0,0.038,0.0,20.899,20.334,19.504,18.973,18.885,21.031,21.746,20.971,20.708,20.568,21.575,0.593
327,2,10.05,-0.91,0.24146,-1.892,3.603,5.071,11.1,0.038,0.0,20.601,20.049,18.982,18.408,18.246,20.959,22.194,20.937,20.455,20.174,22.144,0.241
328,2,10.05,-0.91,0.2758,-1.779,3.61,5.044,11.3,0.038,0.0,20.519,19.966,18.92,18.34,18.184,20.857,22.046,20.829,20.369,20.101,21.988,0.276
329,2,10.05,-0.87,0.25792,-1.837,3.606,5.056,11.0,0.038,0.0,20.362,19.81,18.75,18.172,18.014,20.714,21.933,20.69,20.216,19.939,21.883,0.258
330,2,10.05,-0.85,0.33814,-1.613,3.619,5.003,12.5,0.038,0.0,21.301,20.748,19.727,19.136,18.99,21.616,22.747,21.58,21.146,20.896,22.685,0.338
331,2,10.05,-0.85,0.59185,-0.87,3.676,4.73,13.5,0.038,0.0,20.445,19.88,19.031,18.484,18.395,20.588,21.332,20.527,20.255,20.109,21.178,0.592
332,2,10.05,-0.85,0.82336,0.093,3.788,4.36,14.0,0.038,0.0,18.537,18.091,17.594,17.315,17.282,18.573,18.858,18.525,18.44,18.434,18.711,0.823
333,2,10.05,-0.83,0.26229,-1.826,3.606,5.052,9.9,0.038,0.0,19.235,18.684,17.622,17.042,16.885,19.588,20.81,19.565,19.09,18.812,20.763,0.262
334,2,10.05,-0.83,0.93633,0.421,4.687,7.489,12.3,0.038,0.0,16.017,20.574,21.003,21.156,21.254,20.459,20.005,20.547,20.91,21.277,20.191,0.599
335,2,10.05,-0.83,0.90501,1.559,4.879,7.125,13.3,0.038,0.0,14.172,19.851,20.297,20.451,20.547,19.73,19.274,19.811,20.193,20.546,19.469,0.61
336,2,10.05,-0.81,0.28081,-1.77,3.609,5.039,11.8,0.038,0.0,20.996,20.444,19.392,18.807,18.654,21.341,22.542,21.314,20.848,20.577,22.494,0.281
337,2,10.05,-0.81,0.43996,-1.352,3.632,4.909,12.7,0.038,0.0,20.85,20.299,19.312,18.705,18.576,21.13,22.169,21.083,20.691,20.467,22.101,0.44
338,2,10.05,-0.79,0.16604,-2.33,3.554,5.15,10.5,0.038,0.0,21.096,20.657,19.366,18.798,18.58,21.736,23.387,21.831,21.099,20.678,23.25,0.166
339,2,10.05,-0.79,0.59078,-0.884,3.672,4.728,12.1,0.038,0.0,19.079,18.515,17.653,17.095,17.005,19.233,20.002,19.171,18.892,18.74,19.862,0.591
340,2,10.05,-0.79,0.82645,0.086,3.786,4.359,12.4,0.038,0.0,16.955,16.499,15.997,15.714,15.681,16.985,17.28,16.937,16.848,16.841,17.129,0.826
341,2,10.05,-0.79,0.59575,-0.866,3.674,4.722,13.0,0.038,0.0,19.936,19.371,18.516,17.962,17.873,20.084,20.841,20.022,19.747,19.598,20.697,0.596
342,2,10.05,-0.79,0.48471,-1.229,3.641,4.861,13.3,0.038,0.0,21.143,20.592,19.627,19.018,18.9,21.399,22.38,21.347,20.981,20.773,22.309,0.485
343,2,10.05,-0.77,0.19783,-2.082,3.588,5.113,10.6,0.038,0.0,20.576,20.047,18.911,18.343,18.169,21.011,22.38,21.018,20.466,20.139,22.327,0.198
344,2,10.05,-0.77,0.16514,-2.341,3.552,5.15,10.7,0.038,0.0,21.322,20.89,19.589,19.02,18.799,21.977,23.642,22.079,21.334,20.905,23.498,0.165
345,2,10.05,-0.77,0.39945,-1.455,3.625,4.941,12.3,0.038,0.0,20.709,20.158,19.151,18.541,18.404,21.012,22.106,20.969,20.554,20.316,22.047,0.399
346,2,10.05,-0.77,0.84749,0.196,3.791,4.279,12.6,0.038,0.0,16.88,16.433,15.944,15.672,15.639,16.91,17.188,16.862,16.782,16.779,17.043,0.847
347,2,10.05,-0.75,0.3496,-1.589,3.619,4.994,10.3,0.038,0.0,19.043,18.491,17.467,16.869,16.726,19.362,20.501,19.326,18.89,18.639,20.45,0.35
348,2,10.05,-0.75,0.59564,-0.873,3.672,4.72,11.6,0.038,0.0,18.554,17.99,17.126,16.565,16.475,18.709,19.482,18.647,18.367,18.214,19.347,0.596
349,2,10.05,-0.75,0.59312,-0.882,3.671,4.724,12.1,0.038,0.0,19.075,18.512,17.645,17.082,16.992,19.233,20.013,19.171,18.889,18.735,19.88,0.593
350,2,10.05,-0.75,0.63694,-0.719,3.693,4.679,12.2,0.038,0.0,18.767,18.197,17.409,16.909,16.831,18.866,19.528,18.803,18.567,18.446,19.341,0.637
351,2,10.05,-0.75,0.90529,1.593,3.682,2.476,13.8,0.038,0.0,14.588,14.026,13.191,12.649,12.572,14.715,15.415,14.657,14.402,14.262,15.123,0.905
352,2,10.05,-0.73,0.19942,-2.073,3.589,5.111,10.7,0.038,0.0,20.653,20.123,18.989,18.42,18.247,21.087,22.45,21.093,20.542,20.216,22.399,0.199
353,2,10.05,-0.73,0.74775,-0.294,3.75,4.552,11.6,0.038,0.0,17.104,16.573,15.973,15.617,15.568,17.127,17.553,17.07,16.929,16.881,17.358,0.748
354,2,10.05,-0.73,0.75011,-0.284,3.751,4.548,11.9,0.038,0.0,17.38,16.852,16.254,15.901,15.853,17.403,17.825,17.347,17.206,17.161,17.632,0.75
355,2,10.05,-0.73,0.8562,0.229,3.79,4.246,12.1,0.038,0.0,16.297,15.845,15.355,15.081,15.049,16.323,16.605,16.275,16.194,16.191,16.459,0.856
356,2,10.05,-0.73,0.29799,-1.722,3.611,5.024,12.3,0.038,0.0,21.375,20.825,19.775,19.185,19.035,21.718,22.912,21.69,21.228,20.959,22.869,0.298
357,2,10.05,-0.73,0.4148,-1.42,3.627,4.928,12.5,0.038,0.0,20.821,20.272,19.266,18.653,18.519,21.121,22.208,21.077,20.667,20.431,22.153,0.415
358,2,10.05,-0.71,0.22225,-1.982,3.594,5.09,10.3,0.038,0.0,20.025,19.486,18.376,17.802,17.636,20.43,21.745,20.426,19.901,19.59,21.703,0.222
359,2,10.05,-0.71,0.21213,-2.022,3.592,5.099,11.5,0.038,0.0,21.325,20.791,19.669,19.097,18.928,21.744,23.08,21.744,21.207,20.889,23.034,0.212
360,2,10.05,-0.71,0.4367,-1.368,3.629,4.91,12.1,0.038,0.0,20.29,19.741,18.743,18.127,17.998,20.583,21.65,20.537,20.136,19.905,21.596,0.437
361,2,10.05,-0.71,0.45369,-1.325,3.632,4.895,12.4,0.038,0.0,20.483,19.933,18.943,18.327,18.201,20.767,21.814,20.719,20.327,20.102,21.759,0.454
362,2,10.05,-0.71,0.49587,-1.206,3.64,4.847,13.3,0.038,0.0,21.084,20.534,19.567,18.951,18.835,21.343,22.33,21.29,20.924,20.715,22.269,0.496
363,2,10.05,-0.69,0.43104,-1.384,3.628,4.914,11.0,0.038,0.0,19.229,18.68,17.677,17.06,16.93,19.526,20.604,19.481,19.075,18.842,20.554,0.431
364,2,10.05,-0.69,0.22144,-1.986,3.594,5.09,11.3,0.038,0.0,21.036,20.499,19.385,18.811,18.645,21.446,22.767,21.444,20.914,20.601,22.725,0.221
365,2,10.05,-0.69,0.30833,-1.697,3.612,5.018,12.3,0.038,0.0,21.313,20.763,19.714,19.121,18.973,21.655,22.845,21.626,21.166,20.898,22.805,0.308
366,2,10.05,-0.69,0.55871,-1.009,3.656,4.765,12.8,0.038,0.0,20.092,19.537,18.618,18.017,17.917,20.3,21.177,20.239,19.92,19.741,21.093,0.559
367,2,10.05,-0.67,0.57264,-0.966,3.66,4.747,10.5,0.038,0.0,17.684,17.128,16.221,15.627,15.53,17.881,18.736,17.819,17.51,17.337,18.644,0.573
368,2,10.05,-0.67,0.57844,-0.946,3.662,4.74,11.7,0.038,0.0,18.836,18.278,17.377,16.788,16.692,19.025,19.869,18.963,18.659,18.489,19.77,0.578
369,2,10.05,-0.67,0.25459,-1.852,3.601,5.046,11.8,0.038,0.0,21.201,20.653,19.57,18.988,18.831,21.576,22.838,21.559,21.063,20.77,22.807,0.255
370,2,10.05,-0.67,0.39788,-1.467,3.622,4.94,13.1,0.038,0.0,21.538,20.99,19.97,19.356,19.22,21.853,22.973,21.812,21.388,21.142,22.928,0.398
371,2,10.05,-0.67,0.90852,0.84,3.704,3.316,13.7,0.038,0.0,16.37,15.803,15.047,14.57,14.503,16.446,17.049,16.386,16.17,16.063,16.795,0.909
372,2,10.05,-0.65,0.37202,-1.532,3.618,4.958,8.6,0.036,0.0,17.2,16.651,15.618,15.01,14.87,17.526,18.677,17.491,17.051,16.796,18.638,0.372
373,2,10.05,-0.65,0.19438,-2.122,3.58,5.113,10.1,0.038,0.0,20.174,19.661,18.483,17.921,17.738,20.658,22.096,20.686,20.088,19.731,22.033,0.194
374,2,10.05,-0.65,0.19802,-2.094,3.584,5.109,11.3,0.038,0.0,21.304,20.784,19.624,19.059,18.881,21.768,23.173,21.788,21.209,20.864,23.117,0.198
375,2,10.05,-0.65,0.40753,-1.449,3.622,4.931,12.7,0.038,0.0,21.093,20.546,19.524,18.908,18.772,21.409,22.533,21.369,20.944,20.698,22.49,0.408
376,2,10.05,-0.63,0.24095,-1.917,3.594,5.06,9.8,0.038,0.0,19.362,18.824,17.711,17.134,16.97,19.771,21.089,19.769,19.24,18.926,21.051,0.241
377,2,10.05,-0.63,0.17176,-2.302,3.554,5.136,10.9,0.038,0.0,21.426,20.991,19.689,19.125,18.903,22.08,23.724,22.19,21.438,21.002,23.579,0.172
378,2,10.05,-0.63,0.19538,-2.119,3.579,5.111,11.1,0.038,0.0,21.168,20.656,19.474,18.913,18.73,21.656,23.098,21.687,21.084,20.724,23.034,0.195
379,2,10.05,-0.63,0.21946,-2.005,3.589,5.086,11.3,0.038,0.0,21.081,20.553,19.415,18.844,18.673,21.519,22.88,21.528,20.973,20.643,22.833,0.219
380,2,10.05,-0.63,0.49617,-1.22,3.636,4.845,11.4,0.038,0.0,19.221,18.674,17.69,17.066,16.948,19.495,20.518,19.444,19.065,18.848,20.47,0.496
381,2,10.05,-0.63,0.34485,-1.603,3.613,4.977,11.6,0.038,0.0,20.378,19.83,18.781,18.18,18.036,20.72,21.906,20.69,20.233,19.966,21.871,0.345
382,2,10.05,-0.63,0.35113,-1.587,3.614,4.972,11.7,0.038,0.0,20.438,19.89,18.844,18.241,18.098,20.778,21.958,20.747,20.293,20.028,21.922,0.351
383,2,10.05,-0.63,0.54694,-1.063,3.649,4.78,12.9,0.038,0.0,20.327,19.777,18.831,18.211,18.106,20.56,21.49,20.5,20.163,19.971,21.432,0.547
384,2,10.05,-0.61,0.51673,-1.162,3.64,4.819,10.5,0.038,0.0,18.176,17.629,16.655,16.03,15.917,18.44,19.437,18.386,18.019,17.809,19.389,0.517
385,2,10.05,-0.61,0.76129,-0.293,3.745,4.54,11.5,0.038,0.0,17.002,16.46,15.845,15.479,15.429,17.022,17.47,16.963,16.816,16.764,17.272,0.761
386,2,10.05,-0.61,0.38023,-1.525,3.615,4.951,12.0,0.038,0.0,20.582,20.036,18.993,18.385,18.244,20.92,22.09,20.887,20.438,20.176,22.056,0.38
387,2,10.05,-0.59,0.70313,-0.526,3.715,4.617,13.7,0.038,0.0,19.786,19.216,18.503,18.06,17.997,19.839,20.41,19.775,19.579,19.49,20.205,0.703
388,2,10.05,-0.57,0.4526,-1.357,3.623,4.889,12.9,0.038,0.0,21.064,20.52,19.496,18.868,18.738,21.382,22.503,21.341,20.918,20.674,22.469,0.453
389,2,10.05,-0.57,0.53858,-1.105,3.643,4.791,13.5,0.038,0.0,21.032,20.485,19.519,18.891,18.782,21.288,22.266,21.231,20.874,20.67,22.22,0.539
390,2,10.05,-0.55,0.81274,-0.124,3.762,4.466,11.6,0.038,0.0,16.681,16.162,15.597,15.268,15.226,16.693,17.081,16.636,16.515,16.483,16.898,0.813
391,2,10.05,-0.55,0.58953,-0.95,3.657,4.731,12.0,0.038,0.0,19.144,18.591,17.669,17.06,16.963,19.353,20.236,19.29,18.974,18.796,20.166,0.59
392,2,10.05,-0.55,0.6511,-0.732,3.685,4.668,12.4,0.038,0.0,19.0,18.429,17.609,17.078,16.999,19.119,19.835,19.053,18.802,18.67,19.682,0.651
393,2,10.05,-0.53,0.73229,-0.446,3.723,4.588,10.1,0.038,0.0,15.984,15.415,14.732,14.311,14.252,16.021,16.558,15.957,15.776,15.698,16.349,0.732
394,2,10.05,-0.53,0.72598,-0.469,3.72,4.595,12.5,0.038,0.0,18.443,17.873,17.178,16.749,16.689,18.485,19.036,18.421,18.234,18.153,18.829,0.726
395,2,10.05,-0.53,0.75988,-0.342,3.737,4.553,13.5,0.038,0.0,19.124,18.569,17.928,17.54,17.487,19.148,19.633,19.087,18.926,18.866,19.429,0.76
396,2,10.05,-0.51,0.20383,-2.101,3.575,5.094,11.4,0.038,0.0,21.423,20.921,19.713,19.158,18.968,21.943,23.42,21.99,21.356,20.974,23.346,0.204
397,2,10.05,-0.51,0.31881,-1.712,3.598,4.994,11.5,0.038,0.0,20.551,20.009,18.909,18.323,18.167,20.945,22.235,20.937,20.423,20.117,22.211,0.319
398,2,10.05,-0.49,0.57644,-1.01,3.648,4.748,10.5,0.038,0.0,17.795,17.247,16.295,15.665,15.563,18.033,18.976,17.972,17.634,17.441,18.935,0.576
399,2,10.05,-0.49,0.38045,-1.56,3.605,4.946,12.0,0.038,0.0,20.671,20.129,19.048,18.446,18.3,21.045,22.288,21.027,20.538,20.249,22.267,0.38
400,2,10.05,-0.49,0.49276,-1.265,3.626,4.844,12.2,0.038,0.0,20.132,19.593,18.571,17.93,17.805,20.448,21.554,20.402,19.99,19.75,21.529,0.493
401,2,10.05,-0.47,0.19388,-2.172,3.565,5.102,10.3,0.038,0.0,20.499,20.032,18.771,18.213,18.007,21.094,22.646,21.183,20.477,20.058,22.535,0.194
402,2,10.05,-0.43,0.70902,-0.577,3.701,4.617,14.3,0.038,0.0,20.512,19.932,19.173,18.692,18.623,20.583,21.222,20.516,20.299,20.193,21.031,0.709
403,2,10.05,-0.41,0.44675,-1.412,3.61,4.885,13.1,0.038,0.0,21.401,20.866,19.789,19.166,19.028,21.773,22.99,21.752,21.275,20.991,22.972,0.447
404,2,10.07,-0.99,0.43755,-1.342,3.636,4.913,10.1,0.038,0.0,18.226,17.671,16.702,16.109,15.98,18.487,19.485,18.44,18.061,17.845,19.391,0.438
405,2,10.07,-0.99,0.4236,-1.378,3.634,4.925,12.1,0.038,0.0,20.314,19.76,18.785,18.192,18.06,20.583,21.598,20.538,20.151,19.93,21.506,0.424
406,2,10.07,-0.97,0.40004,-1.439,3.63,4.944,12.0,0.038,0.0,20.368,19.814,18.826,18.232,18.095,20.651,21.699,20.607,20.207,19.978,21.612,0.4
407,2,10.07,-0.97,0.59839,-0.822,3.686,4.725,12.3,0.038,0.0,19.124,18.559,17.746,17.231,17.145,19.244,19.933,19.185,18.931,18.798,19.749,0.598
408,2,10.07,-0.95,0.21597,-1.989,3.598,5.099,10.5,0.038,0.0,20.242,19.693,18.61,18.04,17.873,20.617,21.89,20.6,20.103,19.811,21.839,0.216
409,2,10.07,-0.87,0.53895,-1.047,3.658,4.793,10.1,0.038,0.0,17.487,16.93,16.021,15.435,15.331,17.687,18.544,17.63,17.313,17.135,18.436,0.539
